MaterialTicker,ExchangeCode,MMBuy,MMSell,PriceAverage,AskCount,Ask,Supply,BidCount,Bid,Demand,FullTicker,Open,Close,High,Low,Traded,OpenYesterday,CloseYesterday,HighYesterday,LowYesterday,TradedYesterday,TWAP7D,VWAP7D,Traded7D,AverageTraded7D,TWAP30D,VWAP30D,Traded30D,AverageTraded30D
"SCN","NC2","","",2500,19,2400,44,"","",0,"SCN.NC2","","","","","","","","","","","","","","","","","",""
"SCR","AI1",82,"",229,243,190,2053,200,111,3595,"SCR.AI1","","","","","","","","","","","","","","",149.67,112.7,220,7.33
"SCR","CI1",82,"",83.1,320,135,4985,24,83.1,224,"SCR.CI1","","","","","","","","","","",83.1,83.1,70,10,82.4,82.43,920,30.67
"SCR","CI2","","",100,10,150,10,"","",0,"SCR.CI2","","","","","","","","","","","","","","",100,100,100,3.33
"SCR","IC1",82,"",82,86,98,2419,100,82,100,"SCR.IC1","","","","","","","","","","","","","","",87.17,88.22,980,32.67
"SCR","NC1",82,"",82,8,111,789,100,82,100,"SCR.NC1","","","","","","","","","","",86.81,85.26,355,50.71,85.29,88.03,1905,63.5
"SCR","NC2","","",82.29,30,140,49,"","",0,"SCR.NC2","","","","","","","","","","","","","","","","","",""
"SDR","AI1",72000,"",72000,"","",0,100,72000,100,"SDR.AI1","","","","","","","","","","","","","","","","","",""
"SDR","CI1",72000,"",72000,"","",0,100,72000,100,"SDR.CI1","","","","","","","","","","","","","","",72000,72000,5,0.17
"SDR","CI2","","",37486.42,"","",0,"","",0,"SDR.CI2","","","","","","","","","","","","","","","","","",""
"SDR","IC1",72000,"",72000,"","",0,100,72000,100,"SDR.IC1","","","","","","","","","","","","","","","","","",""
"SDR","NC1",72000,"",72100,4,80000,4,100,72000,100,"SDR.NC1","","","","","","","","","","","","","","","","","",""
"SDR","NC2","","",37486.42,"","",0,"","",0,"SDR.NC2","","","","","","","","","","","","","","","","","",""
"SEA","AI1","","",143,985,143,79976,393,120,1746,"SEA.AI1","","","","","","","","","","",143.42,143.64,2703,386.14,143.31,141.6,10956,365.2
"SEA","CI1","","",122,975,121,31580,1000,100,2881,"SEA.CI1","","","","","","","","","","","","","","",123.22,123.39,1834,61.13
"SEA","CI2","","",145,990,145,5990,"","",0,"SEA.CI2","","","","","","","","","","","","","","",145,145,160,5.33
"SEA","IC1","","",139,8,139,34997,873,100,12092,"SEA.IC1","","","","","","","","","","",140,140,25,3.57,140.22,140.58,5499,183.3
"SEA","NC1","","",123.93,1172,127,67750,800,105,11947,"SEA.NC1","","","","","","","","","","",113.5,112.56,1849,264.14,122.61,122.91,17903,596.77
"SEA","NC2","","",130,962,150,962,"","",0,"SEA.NC2","","","","","","","","","","","","","","",130,130,200,6.67
"SEN","AI1","","",750,1065,750,3861,"","",0,"SEN.AI1","","","","","","","","","","","","","","",721.57,727.31,1180,39.33
"SEN","CI1","","",743,2137,743,2447,400,651,673,"SEN.CI1","","","","","","","","","","",743,743,1228,175.43,742.75,742.97,1504,50.13
"SEN","CI2","","",700,404,700,6246,50,600,50,"SEN.CI2","","","","","","","","","","","","","","",700,700,16,0.53
"SEN","IC1","","",601,70,829,12056,150,601,841,"SEN.IC1","","","","","","","","","","",720.25,769.15,339,48.43,789.75,802.95,541,18.03
"SEN","NC1","","",730.79,125,800,7436,25,731,1712,"SEN.NC1","","","","","","","","","","",782.75,778.77,325,46.43,789.46,777.39,2944,98.13
"SEN","NC2","","",283.54,"","",0,"","",0,"SEN.NC2","","","","","","","","","","","","","","","","","",""
"SEQ","AI1","","",14000,1,14000,7,"","",0,"SEQ.AI1","","","","","","","","","","","","","","","","","",""
"SEQ","CI1","","",8169.69,"","",0,"","",0,"SEQ.CI1","","","","","","","","","","","","","","","","","",""
"SEQ","CI2","","",8169.69,"","",0,"","",0,"SEQ.CI2","","","","","","","","","","","","","","","","","",""
"SEQ","IC1","","",8169.69,"","",0,"","",0,"SEQ.IC1","","","","","","","","","","","","","","","","","",""
"SEQ","NC1","","",16000,39,16900,39,"","",0,"SEQ.NC1","","","","","","","","","","","","","","",16000,16000,1,0.03
"SEQ","NC2","","",8169.69,"","",0,"","",0,"SEQ.NC2","","","","","","","","","","","","","","","","","",""
"SF","AI1",6,16,13,129,15.4,213012,1500,13,287515,"SF.AI1","","","","","","","","","","",14.75,14.71,408986,58426.57,14.96,14.85,2495515,83183.83
"SF","CI1",6,16,12.5,8333,12.6,531033,141402,12.5,536462,"SF.CI1","","","","","","","","","","",12.85,12.87,546470,78067.14,12.64,12.67,2674543,89151.43
"SF","CI2","","",12,6345,12,6889,135,11,100135,"SF.CI2","","","","","","","","","","",12.1,12.34,14826,2118,11.69,11.7,99497,3316.57
"SF","IC1",6,16,15.7,9729,15.7,184706,2224,15,631121,"SF.IC1","","","","","","","","","","",14.92,14.84,385554,55079.14,14.59,14.59,1825911,60863.7
"SF","NC1",6,16,15.9,2528,15.9,73211,600,15.4,415486,"SF.NC1",15.399999618530273,15.5,15.5,15.399999618530273,400,15.399999618530273,15.399999618530273,15.5,14.600000381469727,103571,15.47,15.48,650618,92945.43,15.19,15.17,2891890,96396.33
"SF","NC2","","",13,5525,13.9,12996,9500,7,9500,"SF.NC2","","","","","","","","","","","","","","",13.5,13.77,6500,216.67
"SFE","AI1","","",62100,4,62100,83,2,45000,2,"SFE.AI1","","","","","","","","","","",62100,62100,1,0.14,62150,62128.57,7,0.23
"SFE","CI1","","",60850,1,60800,50,1,45000,1,"SFE.CI1","","","","","","","","","","",60850,60850,2,0.29,61425,61233.33,3,0.1
"SFE","CI2","","",25184.7,"","",0,"","",0,"SFE.CI2","","","","","","","","","","","","","","","","","",""
"SFE","IC1","","",63900,3,63900,10,1,52000,1,"SFE.IC1","","","","","","","","","","","","","","",63900,63900,4,0.13
"SFE","NC1","","",59900,3,60000,142,1,52000,3,"SFE.NC1","","","","","","","","","","",59900,59900,3,0.43,59910,59913.33,15,0.5
"SFE","NC2","","",25184.7,"","",0,"","",0,"SFE.NC2","","","","","","","","","","","","","","","","","",""
"SFK","AI1","","",70,10000,69.9,18733,4378,28,4378,"SFK.AI1","","","","","","","","","","",58.75,51.5,471,67.29,55.67,55.63,4866,162.2
"SFK","CI1","","",71.8,4437,71.8,6895,952,21.1,981,"SFK.CI1","","","","","","","","","","",62.25,68.62,6,0.86,56.91,54.41,5558,185.27
"SFK","CI2","","",50,139,50,6039,"","",0,"SFK.CI2","","","","","","","","","","",50,50,1,0.14,50,50,1,0.03
"SFK","IC1","","",53.6,313,53.6,5075,250,35,338,"SFK.IC1","","","","","","","","","","",45.9,49.78,254,36.29,50.82,51.95,1500,50
"SFK","NC1","","",42,200,51,21996,6290,42,15356,"SFK.NC1","","","","","","","","","","",49.48,48.65,3707,529.57,45.9,45.11,26924,897.47
"SFK","NC2","","",50,200,45,200,"","",0,"SFK.NC2","","","","","","","","","","","","","","","","","",""
"SFL","AI1","","",70000,10,70000,11,"","",0,"SFL.AI1","","","","","","","","","","","","","","","","","",""
"SFL","CI1","","",185000,"","",0,"","",0,"SFL.CI1","","","","","","","","","","",185000,185000,1,0.14,185000,185000,2,0.07
"SFL","CI2","","",30814.59,"","",0,"","",0,"SFL.CI2","","","","","","","","","","","","","","","","","",""
"SFL","IC1","","",100000,1,100000,1,"","",0,"SFL.IC1","","","","","","","","","","","","","","","","","",""
"SFL","NC1","","",185000,"","",0,"","",0,"SFL.NC1","","","","","","","","","","","","","","","","","",""
"SFL","NC2","","",30814.59,"","",0,"","",0,"SFL.NC2","","","","","","","","","","","","","","","","","",""
"SI","AI1","","",1450,8,1250,5141,423,900,2611,"SI.AI1","","","","","","","","","","",1086,1181.94,1959,279.86,1194.66,1220.27,6229,207.63
"SI","CI1","","",1030,195,1100,2062,355,1020,1052,"SI.CI1","","","","","","","","","","",1042.5,1038.75,144,20.57,1098,1081.71,524,17.47
"SI","CI2","","",1450,88,1400,673,"","",0,"SI.CI2","","","","","","","","","","","","","","",1450,1450,20,0.67
"SI","IC1","","",1290,70,1290,1188,456,900,988,"SI.IC1","","","","","","","","","","",1095,1095,82,11.71,1004.17,1060.46,897,29.9
"SI","NC1","","",1020,1,1030,4427,374,1020,2093,"SI.NC1","","","","","","","","","","",1058.5,1046.61,1238,176.86,1127.21,1122.91,6712,223.73
"SI","NC2","","",950,"","",0,"","",0,"SI.NC2","","","","","","","","","","","","","","","","","",""
"SIL","AI1","","",3000,15,3500,15,500,3100,500,"SIL.AI1","","","","","","","","","","",3000,3000,15,2.14,3000,3000,188,6.27
"SIL","CI1","","",3980,4,5000,34,149,3000,299,"SIL.CI1","","","","","","","","","","","","","","",3000,3000,51,1.7
"SIL","CI2","","",2299.47,"","",0,"","",0,"SIL.CI2","","","","","","","","","","","","","","","","","",""
"SIL","IC1","","",3060,"","",0,500,3100,500,"SIL.IC1","","","","","","","","","","","","","","",3050,3050,1,0.03
"SIL","NC1","","",5000,64,4380,66,500,3100,510,"SIL.NC1","","","","","","","","","","","","","","","","","",""
"SIL","NC2","","",2299.47,4,5000,4,"","",0,"SIL.NC2","","","","","","","","","","","","","","","","","",""
"SIO","AI1",38,"",90,100,90,45077,100,60,6700,"SIO.AI1","","","","","","","","","","",80.75,76.92,6008,858.29,88.24,82.29,27797,926.57
"SIO","CI1",38,"",72,884,72,11926,50,61.2,12299,"SIO.CI1","","","","","","","","","","",70.56,69.6,2591,370.14,66.47,65.24,13891,463.03
"SIO","CI2","","",30,"","",0,200,30,200,"SIO.CI2","","","","","","","","","","","","","","",65,63.67,578,19.27
"SIO","IC1",38,"",130,586,130,5728,500,90,9208,"SIO.IC1","","","","","","","","","","",107.9,103.42,3937,562.43,92.58,94.94,10012,333.73
"SIO","NC1",38,"",79,167,79,60763,5603,70,7083,"SIO.NC1","","","","","","","","","","",76.88,76.7,5983,854.71,82.28,83.25,63626,2120.87
"SIO","NC2","","",100,"","",0,"","",0,"SIO.NC2","","","","","","","","","","","","","","",100,100,50,1.67
"SNM","AI1","","",126562.5,6,127000,156,10,90000,20,"SNM.AI1","","","","","","","","","","",126500,126500,10,1.43,126500,126500,10,0.33
"SNM","CI1","","",130000,4,200000,4,"","",0,"SNM.CI1","","","","","","","","","","","","","","","","","",""
"SNM","CI2","","",76566.03,5,150000,5,"","",0,"SNM.CI2","","","","","","","","","","","","","","","","","",""
"SNM","IC1","","",76566.03,"","",0,"","",0,"SNM.IC1","","","","","","","","","","","","","","","","","",""
"SNM","NC1","","",137000,"","",0,"","",0,"SNM.NC1","","","","","","","","","","","","","","","","","",""
"SNM","NC2","","",76566.03,"","",0,"","",0,"SNM.NC2","","","","","","","","","","","","","","","","","",""
"SOI","AI1","","",448,360,448,13483,800,410,4910,"SOI.AI1","","","","","","","","","","",437.5,427.33,1900,271.43,443.6,437.71,4397,146.57
"SOI","CI1","","",479,185,479,1522,5,400,2934,"SOI.CI1","","","","","","","","","","",459.25,459.25,204,29.14,419.75,408,1510,50.33
"SOI","CI2","","",640,100,500,1592,"","",0,"SOI.CI2","","","","","","","","","","","","","","","","","",""
"SOI","IC1","","",450,"","",0,209,450,1401,"SOI.IC1","","","","","","","","","","",394.3,394.61,1194,170.57,388,401.6,4134,137.8
"SOI","NC1","","",450,1400,450,8385,2000,365,3800,"SOI.NC1","","","","","","","","","","",437.5,433.7,2068,295.43,434.86,406.32,13254,441.8
"SOI","NC2","","",450,48,750,48,"","",0,"SOI.NC2","","","","","","","","","","","","","","","","","",""
"SOL","AI1","","",800,10,799,185,1000,400,1000,"SOL.AI1","","","","","","","","","","","","","","","","","",""
"SOL","CI1","","",800,178,800,693,"","",0,"SOL.CI1","","","","","","","","","","","","","","","","","",""
"SOL","CI2","","",447.51,"","",0,"","",0,"SOL.CI2","","","","","","","","","","","","","","","","","",""
"SOL","IC1","","",4150,"","",0,"","",0,"SOL.IC1","","","","","","","","","","","","","","","","","",""
"SOL","NC1","","",1950,"","",0,100,400,116,"SOL.NC1","","","","","","","","","","","","","","","","","",""
"SOL","NC2","","",447.51,"","",0,"","",0,"SOL.NC2","","","","","","","","","","","","","","","","","",""
"SP","AI1",1500,"",1800,7,1800,720,100,1510,200,"SP.AI1","","","","","","","","","","",1800,1800,2,0.29,1785.67,1784.66,208,6.93
"SP","CI1",1500,"",2200,24,2190,1056,100,1500,100,"SP.CI1","","","","","","","","","","","","","","",2293.33,2277.72,149,4.97
"SP","CI2","","",3000,58,3000,130,"","",0,"SP.CI2","","","","","","","","","","","","","","","","","",""
"SP","IC1",1500,"",1575,180,2490,360,100,1500,100,"SP.IC1","","","","","","","","","","",2320,2637.78,72,10.29,2512.33,2638.07,212,7.07
"SP","NC1",1500,"",2250,133,2250,524,10,1540,110,"SP.NC1","","","","","","","","","","",2250,2250,90,12.86,2232,2209.74,467,15.57
"SP","NC2","","",1500,"","",0,"","",0,"SP.NC2","","","","","","","","","","","","","","","","","",""
"SRD","AI1",53000,"",53000,8,97000,24,100,53000,100,"SRD.AI1","","","","","","","","","","","","","","","","","",""
"SRD","CI1",53000,"",53000,4,73900,17,100,53000,100,"SRD.CI1","","","","","","","","","","","","","","","","","",""
"SRD","CI2","","",29542.08,"","",0,"","",0,"SRD.CI2","","","","","","","","","","","","","","","","","",""
"SRD","IC1",53000,"",53000,"","",0,100,53000,100,"SRD.IC1","","","","","","","","","","","","","","","","","",""
"SRD","NC1",53000,"",53000,"","",0,100,53000,100,"SRD.NC1","","","","","","","","","","","","","","","","","",""
"SRD","NC2","","",29542.08,"","",0,"","",0,"SRD.NC2","","","","","","","","","","","","","","","","","",""
"SRP","AI1","","",20000,36,18500,182,"","",0,"SRP.AI1","","","","","","","","","","","","","","","","","",""
"SRP","CI1","","",5000,"","",0,"","",0,"SRP.CI1","","","","","","","","","","","","","","","","","",""
"SRP","CI2","","",6955.65,"","",0,"","",0,"SRP.CI2","","","","","","","","","","","","","","","","","",""
"SRP","IC1","","",6955.65,"","",0,"","",0,"SRP.IC1","","","","","","","","","","","","","","","","","",""
"SRP","NC1","","",21000,"","",0,"","",0,"SRP.NC1","","","","","","","","","","","","","","","","","",""
"SRP","NC2","","",6955.65,"","",0,"","",0,"SRP.NC2","","","","","","","","","","","","","","","","","",""
"SSC","AI1","","",399,174,399,3297,10,300,1052,"SSC.AI1","","","","","","","","","","",393.5,391.73,501,71.57,394.85,398.44,2785,92.83
"SSC","CI1","","",398,3066,398,3074,9,300,2084,"SSC.CI1","","","","","","","","","","",397.92,397.97,279,39.86,381.63,385.86,1409,46.97
"SSC","CI2","","",375,159,375,159,"","",0,"SSC.CI2","","","","","","","","","","",375,375,1,0.14,353.13,314.24,144,4.8
"SSC","IC1","","",423,300,423,1906,64,300,608,"SSC.IC1","","","","","","","","","","",389,392.02,242,34.57,392.69,392.99,1130,37.67
"SSC","NC1","","",415,117,415,1629,1,400,4892,"SSC.NC1","","","","","","","","","","",403.83,407.72,1105,157.86,396.92,393.95,3480,116
"SSC","NC2","","",350,90,400,90,"","",0,"SSC.NC2","","","","","","","","","","",350,350,250,35.71,350,350,250,8.33
"SSL","AI1","","",95000,"","",0,1,60000,1,"SSL.AI1","","","","","","","","","","","","","","","","","",""
"SSL","CI1","","",57400,1,57400,7,1,40000,2,"SSL.CI1","","","","","","","","","","",57400,57400,1,0.14,56200,56200,2,0.07
"SSL","CI2","","",18181.24,"","",0,"","",0,"SSL.CI2","","","","","","","","","","","","","","","","","",""
"SSL","IC1","","",60000,1,65000,1,"","",0,"SSL.IC1","","","","","","","","","","","","","","","","","",""
"SSL","NC1","","",62500,10,65000,11,1,35000,1,"SSL.NC1","","","","","","","","","","","","","","",63750,63333.33,3,0.1
"SSL","NC2","","",18181.24,"","",0,"","",0,"SSL.NC2","","","","","","","","","","","","","","","","","",""
"STL","AI1","","",1480,24,1540,10492,172,1480,1932,"STL.AI1","","","","","","","","","","",1548.75,1559.69,643,91.86,1528.19,1541.82,3144,104.8
"STL","CI1","","",1490,23,1490,3422,38,1310,792,"STL.CI1","","","","","","","","","","",1407.5,1397.83,1255,179.29,1446.48,1429.42,3986,132.87
"STL","CI2","","",1200,30,1200,130,"","",0,"STL.CI2","","","","","","","","","","","","","","",1200,1200,20,0.67
"STL","IC1","","",1890,50,1880,112,390,1250,1040,"STL.IC1","","","","","","","","","","",1411.25,1455.62,298,42.57,1450,1460.03,2652,88.4
"STL","NC1","","",1263.06,40,1360,11085,568,1260,1924,"STL.NC1","","","","","","","","","","",1293.75,1294.98,3466,495.14,1290.43,1294.25,22320,744
"STL","NC2","","",800,20,1800,20,"","",0,"STL.NC2","","","","","","","","","","","","","","","","","",""
"STR","AI1",1000,"",1110,"","",0,97,1110,467,"STR.AI1","","","","","","","","","","",1705,2243.33,63,9,1553.33,1530.57,557,18.57
"STR","CI1",1000,"",2100,60,2100,176,50,1350,332,"STR.CI1","","","","","","","","","","","","","","",2100,2100,30,1
"STR","CI2","","",1491.93,42,2350,142,"","",0,"STR.CI2","","","","","","","","","","","","","","","","","",""
"STR","IC1",1000,"",1500,"","",0,100,1030,420,"STR.IC1","","","","","","","","","","","","","","",2014.29,1984.17,259,8.63
"STR","NC1",1000,"",2300,55,2300,162,98,1070,302,"STR.NC1","","","","","","","","","","",2300,2300,30,4.29,2478.33,2439.1,400,13.33
"STR","NC2","","",1491.93,30,2000,30,"","",0,"STR.NC2","","","","","","","","","","","","","","","","","",""
"STS","AI1","","",154000,1,154000,68,"","",0,"STS.AI1","","","","","","","","","","","","","","","","","",""
"STS","CI1","","",170000,1,154000,36,1,95000,1,"STS.CI1","","","","","","","","","","","","","","","","","",""
"STS","CI2","","",95618.7,3,250000,3,"","",0,"STS.CI2","","","","","","","","","","","","","","","","","",""
"STS","IC1","","",50000,14,189000,15,"","",0,"STS.IC1","","","","","","","","","","","","","","",50000,50000,1,0.03
"STS","NC1","","",75000,3,155000,11,1,95000,1,"STS.NC1","","","","","","","","","","","","","","",75000,75000,5,0.17
"STS","NC2","","",95618.7,"","",0,"","",0,"STS.NC2","","","","","","","","","","","","","","","","","",""
"SU","AI1","","",112166.53,"","",0,"","",0,"SU.AI1","","","","","","","","","","","","","","","","","",""
"SU","CI1","","",150000,1,220000,1,"","",0,"SU.CI1","","","","","","","","","","","","","","","","","",""
"SU","CI2","","",112166.53,"","",0,"","",0,"SU.CI2","","","","","","","","","","","","","","","","","",""
"SU","IC1","","",112166.53,"","",0,"","",0,"SU.IC1","","","","","","","","","","","","","","","","","",""
"SU","NC1","","",98000,5,200000,5,"","",0,"SU.NC1","","","","","","","","","","","","","","","","","",""
"SU","NC2","","",112166.53,"","",0,"","",0,"SU.NC2","","","","","","","","","","","","","","","","","",""
"SUD","AI1",75000,"",75000,"","",0,100,75000,100,"SUD.AI1","","","","","","","","","","","","","","","","","",""
"SUD","CI1",75000,"",75000,"","",0,100,75000,100,"SUD.CI1","","","","","","","","","","","","","","",75000,75000,11,0.37
"SUD","CI2","","",38079.84,"","",0,"","",0,"SUD.CI2","","","","","","","","","","","","","","","","","",""
"SUD","IC1",75000,"",75000,"","",0,100,75000,100,"SUD.IC1","","","","","","","","","","","","","","","","","",""
"SUD","NC1",75000,"",75100,"","",0,100,75000,100,"SUD.NC1","","","","","","","","","","","","","","","","","",""
"SUD","NC2","","",38079.84,"","",0,"","",0,"SUD.NC2","","","","","","","","","","","","","","","","","",""
"SUN","AI1","","",449,720,449,14540,1990,410,3669,"SUN.AI1","","","","","","","","","","",449,449,1020,145.71,445.44,449.46,2620,87.33
"SUN","CI1","","",400,41,449,7049,340,400,1242,"SUN.CI1","","","","","","","","","","","","","","",430.83,425.46,571,19.03
"SUN","CI2","","",307.91,1400,430,2990,"","",0,"SUN.CI2","","","","","","","","","","","","","","","","","",""
"SUN","IC1","","",410,1000,440,2944,1000,400,1183,"SUN.IC1","","","","","","","","","","",438.67,435.06,1861,265.86,442.74,440.39,3996,133.2
"SUN","NC1","","",448,120,448,15989,500,400,5152,"SUN.NC1","","","","","","","","","","",440,425.71,560,80,442.18,433.3,6474,215.8
"SUN","NC2","","",300,100,500,100,"","",0,"SUN.NC2","","","","","","","","","","","","","","","","","",""
"SWF","AI1","","",200,230,290,276,200,150,300,"SWF.AI1","","","","","","","","","","",185.88,195.05,2484,354.86,188.06,194.61,3808,126.93
"SWF","CI1","","",396,600,390,3849,200,73.1,2797,"SWF.CI1","","","","","","","","","","",396,396,20,2.86,298.67,259.66,116,3.87
"SWF","CI2","","",80.73,100,400,100,"","",0,"SWF.CI2","","","","","","","","","","","","","","","","","",""
"SWF","IC1","","",225,100,300,100,100,50,100,"SWF.IC1","","","","","","","","","","",225,225,200,28.57,230,248.09,10450,348.33
"SWF","NC1","","",265,60,259,2470,1970,205,2367,"SWF.NC1","","","","","","","","","","",234.75,251.28,135,19.29,238.28,232.88,7358,245.27
"SWF","NC2","","",110,100,270,100,"","",0,"SWF.NC2","","","","","","","","","","","","","","","","","",""
"TA","AI1","","",16000,3,16000,4,1,13200,29,"TA.AI1","","","","","","","","","","",16000,16000,2,0.29,14000,14666.67,3,0.1
"TA","CI1","","",15000,1,14900,42,20,8100,30,"TA.CI1","","","","","","","","","","",15000,15000,1,0.14,14250,14052.63,19,0.63
"TA","CI2","","",6467.08,10,17500,20,"","",0,"TA.CI2","","","","","","","","","","","","","","","","","",""
"TA","IC1","","",16000,3,20000,3,3,16000,4,"TA.IC1","","","","","","","","","","",16000,16000,12,1.71,15583.33,15923.08,78,2.6
"TA","NC1","","",15000,9,16900,92,15,15000,51,"TA.NC1","","","","","","","","","","",15900,15900,4,0.57,16160,16552.94,68,2.27
"TA","NC2","","",6467.08,"","",0,"","",0,"TA.NC2","","","","","","","","","","","","","","","","","",""
"TAC","AI1","","",91672.5,"","",0,30,150000,30,"TAC.AI1","","","","","","","","","","","","","","","","","",""
"TAC","CI1","","",500000,1,500000,1,"","",0,"TAC.CI1","","","","","","","","","","","","","","","","","",""
"TAC","CI2","","",91672.5,3,500000,3,"","",0,"TAC.CI2","","","","","","","","","","","","","","","","","",""
"TAC","IC1","","",91672.5,"","",0,"","",0,"TAC.IC1","","","","","","","","","","","","","","","","","",""
"TAC","NC1","","",550000,6,500000,6,"","",0,"TAC.NC1","","","","","","","","","","","","","","","","","",""
"TAC","NC2","","",91672.5,"","",0,"","",0,"TAC.NC2","","","","","","","","","","","","","","","","","",""
"TAI","AI1","","",2000,222,2250,222,32,400,564,"TAI.AI1","","","","","","","","","","","","","","",2000,2000,200,6.67
"TAI","CI1","","",250,"","",0,400,250,1645,"TAI.CI1","","","","","","","","","","",250,250,100,14.29,350,365.97,238,7.93
"TAI","CI2","","",121.01,100,400,100,"","",0,"TAI.CI2","","","","","","","","","","","","","","","","","",""
"TAI","IC1","","",400,"","",0,120,36,120,"TAI.IC1","","","","","","","","","","","","","","","","","",""
"TAI","NC1","","",800,40,800,8040,120,400,130,"TAI.NC1","","","","","","","","","","",800,800,251,35.86,533.33,561.41,622,20.73
"TAI","NC2","","",121.01,"","",0,"","",0,"TAI.NC2","","","","","","","","","","","","","","","","","",""
"TC","AI1","","",6300,91,6400,274,"","",0,"TC.AI1","","","","","","","","","","","","","","",6300,6300,30,1
"TC","CI1","","",6350,50,6300,111,100,2000,110,"TC.CI1","","","","","","","","","","","","","","","","","",""
"TC","CI2","","",3841.46,10,6500,10,"","",0,"TC.CI2","","","","","","","","","","","","","","","","","",""
"TC","IC1","","",6000,77,6500,82,84,2000,84,"TC.IC1","","","","","","","","","","",6000,6000,2,0.29,6000,6000,3,0.1
"TC","NC1","","",4990,151,4990,151,120,2100,189,"TC.NC1","","","","","","","","","","",4990,4990,10,1.43,4990,4990,10,0.33
"TC","NC2","","",3841.46,"","",0,"","",0,"TC.NC2","","","","","","","","","","","","","","","","","",""
"TCB","AI1","","",18000,2,19000,2,"","",0,"TCB.AI1","","","","","","","","","","","","","","","","","",""
"TCB","CI1","","",16900,2,16800,13,"","",0,"TCB.CI1","","","","","","","","","","","","","","","","","",""
"TCB","CI2","","",9675.2,"","",0,"","",0,"TCB.CI2","","","","","","","","","","","","","","","","","",""
"TCB","IC1","","",28000,"","",0,"","",0,"TCB.IC1","","","","","","","","","","","","","","","","","",""
"TCB","NC1","","",1000,"","",0,"","",0,"TCB.NC1","","","","","","","","","","","","","","","","","",""
"TCB","NC2","","",9675.2,"","",0,"","",0,"TCB.NC2","","","","","","","","","","","","","","","","","",""
"TCL","AI1","","",2800,100,4900,4426,1000,2900,2871,"TCL.AI1","","","","","","","","","","","","","","",3817.5,3090.92,753,25.1
"TCL","CI1","","",4500,105,4490,1932,20,3200,1254,"TCL.CI1","","","","","","","","","","",4375,4325.3,1142,163.14,3992.69,4202.48,2204,73.47
"TCL","CI2","","",100,36,4000,36,419,100,419,"TCL.CI2","","","","","","","","","","","","","","",100,100,1581,52.7
"TCL","IC1","","",3677.64,1396,3740,2468,20,2570,1130,"TCL.IC1","","","","","","","","","","","","","","",3831.82,3786.85,787,26.23
"TCL","NC1","","",3000,575,3500,2575,1413,3000,2013,"TCL.NC1","","","","","","","","","","",3333.75,3171.41,3817,545.29,3915.65,3592.2,9732,324.4
"TCL","NC2","","",1922.33,"","",0,"","",0,"TCL.NC2","","","","","","","","","","","","","","","","","",""
"TCO","AI1","","",291.88,81,299,4838,"","",0,"TCO.AI1","","","","","","","","","","","","","","",232.9,248.06,1404,46.8
"TCO","CI1","","",347,76,347,1997,10,198,10,"TCO.CI1","","","","","","","","","","","","","","",347,347,200,6.67
"TCO","CI2","","",600,51,200,908,"","",0,"TCO.CI2","","","","","","","","","","","","","","","","","",""
"TCO","IC1","","",200,862,500,923,"","",0,"TCO.IC1","","","","","","","","","","","","","","",200,200,15,0.5
"TCO","NC1","","",300,124,300,1714,"","",0,"TCO.NC1","","","","","","","","","","",300,300,8,1.14,336,300.15,272,9.07
"TCO","NC2","","",700,623,650,1065,"","",0,"TCO.NC2","","","","","","","","","","","","","","","","","",""
"TCS","AI1","","",3490,44,3490,264,10,2510,60,"TCS.AI1","","","","","","","","","","","","","","",3446.67,3381.1,164,5.47
"TCS","CI1","","",3850,60,3850,648,100,2600,190,"TCS.CI1","","","","","","","","","","",3850,3850,10,1.43,3460.83,3779.47,170,5.67
"TCS","CI2","","",4000,31,3600,128,"","",0,"TCS.CI2","","","","","","","","","","","","","","","","","",""
"TCS","IC1","","",2000,80,4790,251,50,2500,50,"TCS.IC1","","","","","","","","","","","","","","","","","",""
"TCS","NC1","","",3000,461,3580,1541,120,3000,120,"TCS.NC1","","","","","","","","","","",3000,3000,102,14.57,3378.33,3276.91,278,9.27
"TCS","NC2","","",2188.41,10,3500,10,"","",0,"TCS.NC2","","","","","","","","","","","","","","","","","",""
"TCU","AI1","","",105000,"","",0,5,80000,5,"TCU.AI1","","","","","","","","","","","","","","","","","",""
"TCU","CI1","","",80000,"","",0,"","",0,"TCU.CI1","","","","","","","","","","","","","","",80000,80000,1,0.03
"TCU","CI2","","",70657.66,"","",0,"","",0,"TCU.CI2","","","","","","","","","","","","","","","","","",""
"TCU","IC1","","",100000,"","",0,"","",0,"TCU.IC1","","","","","","","","","","","","","","","","","",""
"TCU","NC1","","",120000,"","",0,4,120000,8,"TCU.NC1","","","","","","","","","","","","","","","","","",""
"TCU","NC2","","",70657.66,"","",0,"","",0,"TCU.NC2","","","","","","","","","","","","","","","","","",""
"THF","AI1","","",387,1316,387,3884,460,320,2520,"THF.AI1","","","","","","","","","","",387,387,2745,392.14,418.03,419.5,6343,211.43
"THF","CI1","","",325,11,325,2401,53,321,5352,"THF.CI1","","","","","","","","","","",323.88,323.08,844,120.57,325.24,323.4,3642,121.4
"THF","CI2","","",325,160,325,1880,"","",0,"THF.CI2","","","","","","","","","","","","","","","","","",""
