MaterialTicker,ExchangeCode,MMBuy,MMSell,PriceAverage,AskCount,Ask,Supply,BidCount,Bid,Demand,FullTicker,Open,Close,High,Low,Traded,OpenYesterday,CloseYesterday,HighYesterday,LowYesterday,TradedYesterday,TWAP7D,VWAP7D,Traded7D,AverageTraded7D,TWAP30D,VWAP30D,Traded30D,AverageTraded30D
"CBS","CI1",40000,"",40000,3,44000,13,100,40000,100,"CBS.CI1","","","","","","","","","","","","","","",40111.11,40031.65,316,10.53
"CBS","CI2","","",17963.38,10,60000,60,"","",0,"CBS.CI2","","","","","","","","","","","","","","","","","",""
"CBS","IC1",40000,"",41000,23,41000,23,100,40000,100,"CBS.IC1","","","","","","","","","","",41000,41000,1,0.14,41000,41000,1,0.03
"CBS","NC1",40000,"",40000,1,50000,7,100,40000,100,"CBS.NC1","","","","","","","","","","",40000,40000,225,32.14,40500,40325.34,584,19.47
"CBS","NC2","","",17963.38,"","",0,"","",0,"CBS.NC2","","","","","","","","","","","","","","","","","",""
"CC","AI1",300000,"",331379.5,"","",0,100,300000,100,"CC.AI1","","","","","","","","","","","","","","","","","",""
"CC","CI1",300000,"",300000,"","",0,100,300000,100,"CC.CI1","","","","","","","","","","","","","","","","","",""
"CC","CI2","","",331379.5,1,1000000,1,"","",0,"CC.CI2","","","","","","","","","","","","","","","","","",""
"CC","IC1",300000,"",331379.5,"","",0,100,300000,100,"CC.IC1","","","","","","","","","","","","","","","","","",""
"CC","NC1",300000,"",300000,5,750000,5,100,300000,100,"CC.NC1","","","","","","","","","","","","","","","","","",""
"CC","NC2","","",331379.5,"","",0,"","",0,"CC.NC2","","","","","","","","","","","","","","","","","",""
"CCD","AI1",55000,"",55000,"","",0,3,60000,103,"CCD.AI1","","","","","","","","","","","","","","","","","",""
"CCD","CI1",55000,"",55000,"","",0,100,55000,100,"CCD.CI1","","","","","","","","","","","","","","","","","",""
"CCD","CI2","","",27676.63,"","",0,"","",0,"CCD.CI2","","","","","","","","","","","","","","","","","",""
"CCD","IC1",55000,"",60000,"","",0,100,55000,100,"CCD.IC1","","","","","","","","","","","","","","","","","",""
"CCD","NC1",55000,"",55000,"","",0,100,55000,100,"CCD.NC1","","","","","","","","","","","","","","",56000,56000,8,0.27
"CCD","NC2","","",27676.63,"","",0,"","",0,"CCD.NC2","","","","","","","","","","","","","","","","","",""
"CD","AI1","","",15000,"","",0,72,9000,72,"CD.AI1","","","","","","","","","","","","","","","","","",""
"CD","CI1","","",12000,"","",0,"","",0,"CD.CI1","","","","","","","","","","","","","","","","","",""
"CD","CI2","","",7963.63,"","",0,"","",0,"CD.CI2","","","","","","","","","","","","","","","","","",""
"CD","IC1","","",11200,70,9600,70,"","",0,"CD.IC1","","","","","","","","","","","","","","",10975,11036.36,22,0.73
"CD","NC1","","",12000,2,14000,4,"","",0,"CD.NC1","","","","","","","","","","","","","","",12000,12000,22,0.73
"CD","NC2","","",7963.63,"","",0,"","",0,"CD.NC2","","","","","","","","","","","","","","","","","",""
"CF","AI1","","",3610,100,4000,138,190,3610,1876,"CF.AI1","","","","","","","","","","",4805,4008.33,12,1.71,4148.33,3877.88,222,7.4
"CF","CI1","","",5000,25,6300,69,6,4000,12,"CF.CI1","","","","","","","","","","",4875,4875,6,0.86,4875,4875,6,0.2
"CF","CI2","","",3393.1,10,9500,10,"","",0,"CF.CI2","","","","","","","","","","","","","","","","","",""
"CF","IC1","","",4000,13,6000,13,1,3500,1,"CF.IC1","","","","","","","","","","","","","","","","","",""
"CF","NC1","","",5500,8,5480,35,83,4800,83,"CF.NC1","","","","","","","","","","","","","","",5275,5279.23,214,7.13
"CF","NC2","","",3393.1,"","",0,"","",0,"CF.NC2","","","","","","","","","","","","","","","","","",""
"CHA","AI1","","",40000,42,40100,42,"","",0,"CHA.AI1","","","","","","","","","","","","","","",40000,40000,1,0.03
"CHA","CI1","","",15000,"","",0,5,15000,12,"CHA.CI1","","","","","","","","","","","","","","",13500,13500,2,0.07
"CHA","CI2","","",21002.79,"","",0,"","",0,"CHA.CI2","","","","","","","","","","","","","","","","","",""
"CHA","IC1","","",12500,"","",0,"","",0,"CHA.IC1","","","","","","","","","","","","","","","","","",""
"CHA","NC1","","",40000,1,15000,142,"","",0,"CHA.NC1","","","","","","","","","","","","","","","","","",""
"CHA","NC2","","",21002.79,"","",0,"","",0,"CHA.NC2","","","","","","","","","","","","","","","","","",""
"CL","AI1","","",3800,310,3780,5643,129,3200,449,"CL.AI1","","","","","","","","","","",3760.83,3758.79,2209,315.57,4065,4146.62,9605,320.17
"CL","CI1","","",4000,88,4000,678,100,3810,145,"CL.CI1","","","","","","","","","","",3897.5,3884.03,744,106.29,4180.7,4211.41,4793,159.77
"CL","CI2","","",4450,98,4450,298,"","",0,"CL.CI2","","","","","","","","","","","","","","",4450,4450,2,0.07
"CL","IC1","","",3800,21,4000,1832,150,3620,358,"CL.IC1","","","","","","","","","","",3811.67,3828.63,931,133,4241.67,4258.97,3763,125.43
"CL","NC1","","",3800,4,3940,4095,292,3700,2028,"CL.NC1","","","","","","","","","","",3793.75,3787.91,1684,240.57,4198.62,4207.2,9722,324.07
"CL","NC2","","",1650,10,4000,10,100,3600,100,"CL.NC2","","","","","","","","","","","","","","","","","",""
"CLI","AI1",51,"",217,206,218,24829,1000,80,1912,"CLI.AI1","","","","","","","","","","",146.1,195.37,590,84.29,144.47,166.73,2686,89.53
"CLI","CI1",51,"",170,4032,170,29396,313,77,1663,"CLI.CI1","","","","","","","","","","",78.25,78.25,300,42.86,152.63,154.09,2009,66.97
"CLI","CI2","","",165,200,165,2010,"","",0,"CLI.CI2","","","","","","","","","","","","","","",161.67,161.99,755,25.17
"CLI","IC1",51,"",65,1360,162,2150,90,100,546,"CLI.IC1","","","","","","","","","","",67.5,67.5,98,14,76.88,79.33,379,12.63
"CLI","NC1",51,"",105,934,105,14664,689,81.1,8773,"CLI.NC1","","","","","","","","","","",97.13,93.11,1982,283.14,100.84,95.31,5424,180.8
"CLI","NC2","","",150,1000,100,1007,"","",0,"CLI.NC2","","","","","","","","","","","","","","","","","",""
"COF","AI1","","",694,196,694,26998,100,675,3664,"COF.AI1","","","","","","","","","","",685.96,686.22,9180,1311.43,694.16,693.32,34994,1166.47
"COF","CI1","","",666,2793,700,21334,201,666,2428,"COF.CI1","","","","","","","","","","",695.13,694.6,3618,516.86,701.86,703.33,24600,820
"COF","CI2","","",990,1677,990,1677,3,72.5,3,"COF.CI2","","","","","","","","","","","","","","",737.05,753.87,693,23.1
"COF","IC1","","",655,354,655,27267,17,600,17535,"COF.IC1","","","","","","","","","","",611.54,612.85,14774,2110.57,621.93,617.31,67254,2241.8
"COF","NC1","","",709,4053,709,39502,150,680,10022,"COF.NC1","","","","","","","","","","",702.63,701.91,10895,1556.43,694.38,693.04,58845,1961.5
"COF","NC2","","",699,104,699,104,200,550,500,"COF.NC2","","","","","","","","","","","","","","",699,699,50,1.67
"COM","AI1","","",224000,4,224000,6,1,180000,13,"COM.AI1","","","","","","","","","","",217750,214625,4,0.57,220725,220455.36,28,0.93
"COM","CI1","","",156997.3,3,175000,14,10,100000,14,"COM.CI1","","","","","","","","","","","","","","",180722.22,173047.62,21,0.7
"COM","CI2","","",250000,3,250000,3,"","",0,"COM.CI2","","","","","","","","","","","","","","","","","",""
"COM","IC1","","",250000,"","",0,6,121000,9,"COM.IC1","","","","","","","","","","","","","","",236875,229722.22,9,0.3
"COM","NC1","","",190000,66,190000,66,3,165000,21,"COM.NC1","","","","","","","","","","",190000,190000,5,0.71,190388.89,188011.9,42,1.4
"COM","NC2","","",37616.39,"","",0,"","",0,"COM.NC2","","","","","","","","","","","","","","","","","",""
"COT","AI1","","",2800,64,3000,583,146,2800,2066,"COT.AI1","","","","","","","","","","",2995.83,3060.9,156,22.29,2962.5,2868.36,1890,63
"COT","CI1","","",2800,28,3800,427,200,2800,10272,"COT.CI1","","","","","","","","","","",3066.25,2948.04,488,69.71,2796.39,2739.86,4103,136.77
"COT","CI2","","",2500,13,2500,13,"","",0,"COT.CI2","","","","","","","","","","","","","","","","","",""
"COT","IC1","","",3300,12,3200,252,24,2850,839,"COT.IC1","","","","","","","","","","",2933.33,2799.08,598,85.43,2875,2904.72,4169,138.97
"COT","NC1","","",3607.01,4,3600,899,20,3000,2773,"COT.NC1","","","","","","","","","","",3335.5,3461.48,176,25.14,3490.5,3448.98,1570,52.33
"COT","NC2","","",2000,9,3000,19,"","",0,"COT.NC2","","","","","","","","","","","","","","","","","",""
"CQL","AI1","","",2000000,1,1990000,4,"","",0,"CQL.AI1","","","","","","","","","","","","","","","","","",""
"CQL","CI1","","",1500000,1,2000000,1,"","",0,"CQL.CI1","","","","","","","","","","","","","","","","","",""
"CQL","CI2","","",1750000,1,1000000,2,1,500000,1,"CQL.CI2","","","","","","","","","","","","","","","","","",""
"CQL","IC1","","",1990000,1,1990000,1,"","",0,"CQL.IC1","","","","","","","","","","","","","","",1990000,1990000,1,0.03
"CQL","NC1","","",2000000,1,2500000,2,"","",0,"CQL.NC1","","","","","","","","","","","","","","","","","",""
"CQL","NC2","","",640557.75,"","",0,"","",0,"CQL.NC2","","","","","","","","","","","","","","","","","",""
"CQM","AI1","","",1090000,2,1100000,6,"","",0,"CQM.AI1","","","","","","","","","","","","","","",1242500,1242500,4,0.13
"CQM","CI1","","",1000000,1,999000,7,1,875000,1,"CQM.CI1","","","","","","","","","","","","","","",1030000,1030000,3,0.1
"CQM","CI2","","",1000000,1,1500000,1,1,500000,1,"CQM.CI2","","","","","","","","","","","","","","","","","",""
"CQM","IC1","","",1500000,4,1500000,4,"","",0,"CQM.IC1","","","","","","","","","","","","","","",1500000,1500000,1,0.03
"CQM","NC1","","",1420000,7,1420000,10,2,960000,4,"CQM.NC1","","","","","","","","","","","","","","",1420000,1420000,1,0.03
"CQM","NC2","","",485307.12,"","",0,"","",0,"CQM.NC2","","","","","","","","","","","","","","","","","",""
"CQS","AI1","","",1000000,2,1000000,6,"","",0,"CQS.AI1","","","","","","","","","","","","","","","","","",""
"CQS","CI1","","",997000,1,999000,1,2,600000,3,"CQS.CI1","","","","","","","","","","","","","","",989500,989500,2,0.07
"CQS","CI2","","",800000,1,1500000,1,"","",0,"CQS.CI2","","","","","","","","","","","","","","","","","",""
"CQS","IC1","","",1000000,1,1000000,4,"","",0,"CQS.IC1","","","","","","","","","","","","","","","","","",""
"CQS","NC1","","",1100000,2,1000000,4,1,600000,2,"CQS.NC1","","","","","","","","","","","","","","",1100000,1100000,1,0.03
"CQS","NC2","","",380705,"","",0,"","",0,"CQS.NC2","","","","","","","","","","","","","","","","","",""
"CQT","AI1","","",290000,1,290000,7,1,190000,1,"CQT.AI1","","","","","","","","","","","","","","","","","",""
"CQT","CI1","","",250000,2,299000,3,"","",0,"CQT.CI1","","","","","","","","","","","","","","","","","",""
"CQT","CI2","","",250000,"","",0,"","",0,"CQT.CI2","","","","","","","","","","",250000,250000,1,0.14,250000,250000,1,0.03
"CQT","IC1","","",300000,1,300000,2,"","",0,"CQT.IC1","","","","","","","","","","","","","","","","","",""
"CQT","NC1","","",100000,1,320000,2,4,100000,4,"CQT.NC1","","","","","","","","","","","","","","","","","",""
"CQT","NC2","","",109255.6,"","",0,"","",0,"CQT.NC2","","","","","","","","","","","","","","","","","",""
"CRU","AI1",150000,"",150000,1,300000,1,100,150000,100,"CRU.AI1","","","","","","","","","","","","","","","","","",""
"CRU","CI1",150000,"",150000,"","",0,100,150000,100,"CRU.CI1","","","","","","","","","","","","","","","","","",""
"CRU","CI2","","",139406.77,1,700000,1,"","",0,"CRU.CI2","","","","","","","","","","","","","","","","","",""
"CRU","IC1",150000,"",139406.77,"","",0,100,150000,100,"CRU.IC1","","","","","","","","","","","","","","","","","",""
"CRU","NC1",150000,"",700000,8,700000,8,100,150000,100,"CRU.NC1","","","","","","","","","","","","","","","","","",""
"CRU","NC2","","",139406.77,"","",0,"","",0,"CRU.NC2","","","","","","","","","","","","","","","","","",""
"CST","AI1","","",5000,9,5000,9,"","",0,"CST.AI1","","","","","","","","","","","","","","","","","",""
"CST","CI1","","",2000,140,2000,140,"","",0,"CST.CI1","","","","","","","","","","","","","","","","","",""
"CST","CI2","","",2930.59,10,5000,10,"","",0,"CST.CI2","","","","","","","","","","","","","","","","","",""
"CST","IC1","","",1690,"","",0,"","",0,"CST.IC1","","","","","","","","","","","","","","",1690,1690,3,0.1
"CST","NC1","","",2000,1,2000,1,"","",0,"CST.NC1","","","","","","","","","","","","","","",2000,2000,1,0.03
"CST","NC2","","",2930.59,"","",0,"","",0,"CST.NC2","","","","","","","","","","","","","","","","","",""
"CTF","AI1","","",20000,25,20000,25,10,17000,115,"CTF.AI1","","","","","","","","","","",20000,20000,25,3.57,20400,19425.29,87,2.9
"CTF","CI1","","",15000,"","",0,12,18000,130,"CTF.CI1","","","","","","","","","","","","","","","","","",""
"CTF","CI2","","",15000,10,20000,10,13,15000,13,"CTF.CI2","","","","","","","","","","","","","","","","","",""
"CTF","IC1","","",15000,"","",0,79,15000,79,"CTF.IC1","","","","","","","","","","","","","","","","","",""
"CTF","NC1","","",22000,144,22000,430,6,15000,11,"CTF.NC1","","","","","","","","","","",18600,20853.33,30,4.29,19800,20333.33,132,4.4
"CTF","NC2","","",10092.58,"","",0,100,16000,100,"CTF.NC2","","","","","","","","","","","","","","","","","",""
"CU","AI1","","",1550,80,1600,4116,87,1550,5511,"CU.AI1","","","","","","","","","","",1481,1516.79,495,70.71,1600.43,1648.36,2003,66.77
"CU","CI1","","",1500,165,1500,768,225,1450,894,"CU.CI1","","","","","","","","","","",1500,1500,33,4.71,1502.5,1485.77,423,14.1
"CU","CI2","","",293.9,200,1850,200,46,200,46,"CU.CI2","","","","","","","","","","",300,300,90,12.86,220,231.69,284,9.47
"CU","IC1","","",1977.22,86,5000,86,200,1240,375,"CU.IC1","","","","","","","","","","",1677.5,1703.2,153,21.86,3461.25,2780.67,223,7.43
"CU","NC1","","",1460,5,1460,699,229,1450,2878,"CU.NC1","","","","","","","","","","",1549.58,1589.22,208,29.71,1505.96,1500.42,4491,149.7
"CU","NC2","","",560.74,"","",0,"","",0,"CU.NC2","","","","","","","","","","","","","","","","","",""
"CUO","AI1",63,"",592,322,592,1080,100,330,1415,"CUO.AI1","","","","","","","","","","",592,592,220,31.43,516.63,541.43,1515,50.5
"CUO","CI1",63,"",475,91,475,807,84,340,5178,"CUO.CI1","","","","","","","","","","",475.5,475.99,101,14.43,437.27,413.46,1033,34.43
"CUO","CI2","","",200,305,225,305,1000,30,1000,"CUO.CI2","","","","","","","","","","","","","","",196.25,192.84,2217,73.9
"CUO","IC1",63,"",429,139,429,775,37,260,1369,"CUO.IC1","","","","","","","","","","",260,260,15,2.14,252.21,265.14,1408,46.93
"CUO","NC1",63,"",400,134,400,7703,211,264,10387,"CUO.NC1","","","","","","","","","","",354.04,365.08,2509,358.43,345.81,346.66,12054,401.8
"CUO","NC2","","",63.3,"","",0,500,120,500,"CUO.NC2","","","","","","","","","","","","","","","","","",""
"DA","AI1","","",58800,140,56000,193,6,52000,38,"DA.AI1","","","","","","","","","","","","","","","","","",""
"DA","CI1","","",50000,"","",0,"","",0,"DA.CI1","","","","","","","","","","","","","","",50000,50000,3,0.1
"DA","CI2","","",45000,"","",0,"","",0,"DA.CI2","","","","","","","","","","","","","","","","","",""
"DA","IC1","","",59000,"","",0,"","",0,"DA.IC1","","","","","","","","","","","","","","","","","",""
"DA","NC1","","",46000,20,61000,34,6,50000,58,"DA.NC1","","","","","","","","","","","","","","","","","",""
"DA","NC2","","",26155.47,"","",0,"","",0,"DA.NC2","","","","","","","","","","","","","","","","","",""
"DCH","AI1","","",9000,"","",0,"","",0,"DCH.AI1","","","","","","","","","","","","","","","","","",""
"DCH","CI1","","",3000,1,19000,1,"","",0,"DCH.CI1","","","","","","","","","","","","","","","","","",""
"DCH","CI2","","",9002.79,"","",0,"","",0,"DCH.CI2","","","","","","","","","","","","","","","","","",""
"DCH","IC1","","",9002.79,"","",0,"","",0,"DCH.IC1","","","","","","","","","","","","","","","","","",""
"DCH","NC1","","",20000,49,20000,49,"","",0,"DCH.NC1","","","","","","","","","","","","","","","","","",""
"DCH","NC2","","",9002.79,"","",0,"","",0,"DCH.NC2","","","","","","","","","","","","","","","","","",""
"DCL","AI1","","",6000,135,4500,184,10,3500,10,"DCL.AI1","","","","","","","","","","","","","","",6000,6000,1,0.03
"DCL","CI1","","",3700,188,4400,220,8,3700,18,"DCL.CI1","","","","","","","","","","","","","","","","","",""
"DCL","CI2","","",3541.25,50,6000,50,"","",0,"DCL.CI2","","","","","","","","","","","","","","","","","",""
"DCL","IC1","","",6500,"","",0,8,3000,8,"DCL.IC1","","","","","","","","","","","","","","","","","",""
"DCL","NC1","","",5900,94,5900,311,10,3500,10,"DCL.NC1","","","","","","","","","","","","","","",5450,5450,30,1
"DCL","NC2","","",3541.25,"","",0,"","",0,"DCL.NC2","","","","","","","","","","","","","","","","","",""
"DCM","AI1","","",5610,"","",0,36,3000,36,"DCM.AI1","","","","","","","","","","",4100,3476.92,26,3.71,3626.92,3562.22,315,10.5
"DCM","CI1","","",3262.53,2,3990,102,17,3000,47,"DCM.CI1","","","","","","","","","","","","","","",3583.33,3458.18,330,11
"DCM","CI2","","",3500,46,3500,46,"","",0,"DCM.CI2","","","","","","","","","","","","","","",3500,3500,4,0.13
"DCM","IC1","","",5000,10,5000,10,18,2200,18,"DCM.IC1","","","","","","","","","","","","","","",4000,3153.85,130,4.33
"DCM","NC1","","",4797.24,257,4800,257,400,3500,420,"DCM.NC1","","","","","","","","","","","","","","",4500,4358.81,311,10.37
"DCM","NC2","","",2269.79,"","",0,"","",0,"DCM.NC2","","","","","","","","","","","","","","","","","",""
"DCS","AI1","","",1500,"","",0,930,1500,1020,"DCS.AI1","","","","","","","","","","",1583.33,1516.67,45,6.43,1727.22,1753.97,290,9.67
"DCS","CI1","","",2088.61,282,2100,1734,200,450,462,"DCS.CI1","","","","","","","","","","",2080,2080,100,14.29,1843.13,1822.81,745,24.83
"DCS","CI2","","",861.89,50,1500,50,"","",0,"DCS.CI2","","","","","","","","","","","","","","","","","",""
"DCS","IC1","","",1500,"","",0,54,800,54,"DCS.IC1","","","","","","","","","","","","","","",1500,1500,5,0.17
"DCS","NC1","","",2100,120,2000,752,200,1750,550,"DCS.NC1","","","","","","","","","","","","","","",2035,2112.39,339,11.3
"DCS","NC2","","",861.89,"","",0,"","",0,"DCS.NC2","","","","","","","","","","","","","","","","","",""
"DD","AI1","","",19900,10,27900,10,"","",0,"DD.AI1","","","","","","","","","","","","","","","","","",""
"DD","CI1","","",30000,"","",0,"","",0,"DD.CI1","","","","","","","","","","","","","","","","","",""
"DD","CI2","","",26644.37,3,25000,4,"","",0,"DD.CI2","","","","","","","","","","","","","","","","","",""
"DD","IC1","","",30000,"","",0,"","",0,"DD.IC1","","","","","","","","","","","","","","","","","",""
"DD","NC1","","",12000,"","",0,"","",0,"DD.NC1","","","","","","","","","","","","","","","","","",""
"DD","NC2","","",26644.37,"","",0,"","",0,"DD.NC2","","","","","","","","","","","","","","","","","",""
"DDT","AI1","","",3470,298,3470,4163,15,3260,1244,"DDT.AI1","","","","","","","","","","",3470,3480.83,216,30.86,3418.21,3403.4,2972,99.07
"DDT","CI1","","",3140,177,3140,1151,40,3100,3828,"DDT.CI1","","","","","","","","","","",3104,3098.21,587,83.86,3140,3102.94,1796,59.87
"DDT","CI2","","",4000,63,3750,768,"","",0,"DDT.CI2","","","","","","","","","","","","","","","","","",""
"DDT","IC1","","",2900,24,3330,6857,300,2300,1300,"DDT.IC1","","","","","","","","","","",3068,2945.65,3393,484.71,3264.46,3139.26,8642,288.07
"DDT","NC1","","",3350,216,3350,5272,215,2710,1215,"DDT.NC1","","","","","","","","","","",3182,3097.86,2405,343.57,3106,3032.4,10022,334.07
"DDT","NC2","","",3500,"","",0,"","",0,"DDT.NC2","","","","","","","","","","","","","","","","","",""
"DEC","AI1","","",20000,203,20000,224,98,15000,177,"DEC.AI1","","","","","","","","","","","","","","",20000,20000,96,3.2
"DEC","CI1","","",19768.75,2,19800,145,19,17000,107,"DEC.CI1","","","","","","","","","","",17000,17000,1,0.14,18900,19810.81,37,1.23
"DEC","CI2","","",9485.34,"","",0,"","",0,"DEC.CI2","","","","","","","","","","","","","","","","","",""
"DEC","IC1","","",19000,11,20000,11,17,11300,115,"DEC.IC1","","","","","","","","","","","","","","",18950,18950,10,0.33
"DEC","NC1","","",15500,77,18700,117,67,15500,117,"DEC.NC1","","","","","","","","","","",16700,17054.29,35,5,17722.37,17658.09,408,13.6
"DEC","NC2","","",9485.34,"","",0,"","",0,"DEC.NC2","","","","","","","","","","","","","","","","","",""
"DIS","AI1","","",9000,31,13000,41,57,9000,57,"DIS.AI1","","","","","","","","","","","","","","",9000,9000,28,0.93
"DIS","CI1","","",9000,6,9890,24,"","",0,"DIS.CI1","","","","","","","","","","","","","","","","","",""
"DIS","CI2","","",5529.84,"","",0,"","",0,"DIS.CI2","","","","","","","","","","","","","","","","","",""
"DIS","IC1","","",9000,"","",0,17,9000,17,"DIS.IC1","","","","","","","","","","","","","","","","","",""
"DIS","NC1","","",7500,2,9000,13,36,7500,36,"DIS.NC1","","","","","","","","","","","","","","",7500,7500,11,0.37
"DIS","NC2","","",5529.84,"","",0,"","",0,"DIS.NC2","","","","","","","","","","","","","","","","","",""
"DOU","AI1","","",200000,"","",0,"","",0,"DOU.AI1","","","","","","","","","","","","","","","","","",""
"DOU","CI1","","",102808.74,"","",0,"","",0,"DOU.CI1","","","","","","","","","","","","","","","","","",""
"DOU","CI2","","",102808.74,1,300000,1,"","",0,"DOU.CI2","","","","","","","","","","","","","","","","","",""
"DOU","IC1","","",102808.74,"","",0,"","",0,"DOU.IC1","","","","","","","","","","","","","","","","","",""
"DOU","NC1","","",250000,12,250000,12,"","",0,"DOU.NC1","","","","","","","","","","","","","","","","","",""
"DOU","NC2","","",102808.74,"","",0,"","",0,"DOU.NC2","","","","","","","","","","","","","","","","","",""
"DRF","AI1","","",2000,2,2000,915,"","",0,"DRF.AI1","","","","","","","","","","","","","","",2675,2710.53,190,6.33
"DRF","CI1","","",4400,29,4400,67,42,3000,42,"DRF.CI1","","","","","","","","","","","","","","",4400,4400,1,0.03
"DRF","CI2","","",3023.27,"","",0,"","",0,"DRF.CI2","","","","","","","","","","","","","","","","","",""
"DRF","IC1","","",4000,19,4000,19,"","",0,"DRF.IC1","","","","","","","","","","","","","","","","","",""
"DRF","NC1","","",4500,56,4500,56,"","",0,"DRF.NC1","","","","","","","","","","","","","","",4500,4500,102,3.4
"DRF","NC2","","",3023.27,"","",0,"","",0,"DRF.NC2","","","","","","","","","","","","","","","","","",""
"DV","AI1","","",25000,10,25000,10,"","",0,"DV.AI1","","","","","","","","","","","","","","","","","",""
"DV","CI1","","",18000,1,20000,4,"","",0,"DV.CI1","","","","","","","","","","","","","","","","","",""
"DV","CI2","","",12322.7,2,15000,7,"","",0,"DV.CI2","","","","","","","","","","","","","","","","","",""
"DV","IC1","","",12322.7,1,15000,1,"","",0,"DV.IC1","","","","","","","","","","","","","","","","","",""
"DV","NC1","","",2000,1,15000,1,"","",0,"DV.NC1","","","","","","","","","","","","","","","","","",""
"DV","NC2","","",12322.7,"","",0,"","",0,"DV.NC2","","","","","","","","","","","","","","","","","",""
"DW","AI1",19,121,75,32098,75,553399,2000,74.1,281093,"DW.AI1","","","","","","","","","","",77.4,77.36,131791,18827.29,74.85,74.76,627481,20916.03
"DW","CI1",19,121,72,6249,72,223516,625,70.1,182695,"DW.CI1","","","","","","","","","","",70.48,70.29,139191,19884.43,70.28,70.27,557271,18575.7
"DW","CI2","","",70,8500,70,67988,330,66,330,"DW.CI2","","","","","","","","","","",69,68.94,47156,6736.57,68.74,68.86,113325,3777.5
"DW","IC1",19,121,72,5840,75,298909,38455,72,349676,"DW.IC1","","","","","","","","","","",77.62,77.28,130774,18682,74.73,73.72,957790,31926.33
"DW","NC1",19,121,81.9,906,81.9,500968,9288,80.1,372655,"DW.NC1","","","","","","","","","","",81.8,81.61,174129,24875.57,81.21,80.72,887558,29585.27
"DW","NC2","","",84,550,84,6226,474,70,524,"DW.NC2","","","","","","","","","","",84,84,50,7.14,79.33,73.44,4276,142.53
"EDC","AI1",11500,"",11500,972,11700,2031,100,11500,100,"EDC.AI1","","","","","","","","","","",11508.33,11534.69,493,70.43,11521.3,11530.49,11364,378.8
"EDC","CI1",11500,"",11500,949,11600,963,100,11500,100,"EDC.CI1","","","","","","","","","","",11500,11500,5045,720.71,11503,11500.89,15859,528.63
"EDC","CI2","","",10500,2,11000,7,"","",0,"EDC.CI2","","","","","","","","","","",10500,10500,3,0.43,10500,10500,3,0.1
"EDC","IC1",11500,"",11500,1000,11600,1118,100,11500,100,"EDC.IC1","","","","","","","","","","",11500,11500,479,68.43,11500,11500,13778,459.27
"EDC","NC1",11500,"",11500,1192,11600,2770,100,11500,100,"EDC.NC1","","","","","","","","","","",11512.5,11518.19,4228,604,11527.59,11527,22980,766
"EDC","NC2","","",8215.13,"","",0,"","",0,"EDC.NC2","","","","","","","","","","","","","","","","","",""
"EES","AI1","","",91746.99,15,100000,15,8,30000,8,"EES.AI1","","","","","","","","","","","","","","",85000,85000,8,0.27
"EES","CI1","","",50000,8,74300,37,"","",0,"EES.CI1","","","","","","","","","","","","","","",42500,42500,13,0.43
"EES","CI2","","",75000,2,75000,11,"","",0,"EES.CI2","","","","","","","","","","","","","","","","","",""
"EES","IC1","","",68000,1,100000,1,"","",0,"EES.IC1","","","","","","","","","","","","","","","","","",""
"EES","NC1","","",69000,5,70000,123,"","",0,"EES.NC1","","","","","","","","","","",69000,69000,8,1.14,69000,69000,8,0.27
"EES","NC2","","",48442.81,"","",0,"","",0,"EES.NC2","","","","","","","","","","","","","","","","","",""
"ENG","AI1","","",900000,"","",0,2,900000,3,"ENG.AI1","","","","","","","","","","","","","","","","","",""
"ENG","CI1","","",900000,1,900000,3,1,600000,4,"ENG.CI1","","","","","","","","","","","","","","",725500,725500,2,0.07
"ENG","CI2","","",365607.41,"","",0,"","",0,"ENG.CI2","","","","","","","","","","","","","","","","","",""
"ENG","IC1","","",650000,"","",0,1,100000,1,"ENG.IC1","","","","","","","","","","","","","","","","","",""
"ENG","NC1","","",900000,"","",0,1,900000,3,"ENG.NC1","","","","","","","","","","","","","","",811666.67,782500,4,0.13
"ENG","NC2","","",365607.41,"","",0,"","",0,"ENG.NC2","","","","","","","","","","","","","","","","","",""
"EPO","AI1","","",159,17250,158,218033,10000,150,18630,"EPO.AI1","","","","","","","","","","",173.75,163.14,101458,14494,175.7,174.16,213056,7101.87
"EPO","CI1","","",155,1600,165,11846,18000,155,49350,"EPO.CI1","","","","","","","","","","",161.7,170.59,20710,2958.57,173.98,177.4,81722,2724.07
"EPO","CI2","","",190,700,190,2700,"","",0,"EPO.CI2","","","","","","","","","","","","","","","","","",""
"EPO","IC1","","",159,350,158,52379,1630,148,11530,"EPO.IC1","","","","","","","","","","",160.25,160.87,3981,568.71,170.25,166.61,18331,611.03
"EPO","NC1","","",154,1250,154,232268,1250,151,65855,"EPO.NC1","","","","","","","","","","",164.88,162.54,61629,8804.14,175.28,173.75,271741,9058.03
"EPO","NC2","","",150,100,140,950,"","",0,"EPO.NC2","","","","","","","","","","","","","","","","","",""
"ES","AI1","","",2380,166,2380,955,50,2000,50,"ES.AI1","","","","","","","","","","",2385,2386.15,130,18.57,2236.54,2254.69,1398,46.6
"ES","CI1","","",1900,12,2370,2223,200,1580,720,"ES.CI1","","","","","","","","","","","","","","",2105.83,2177.25,864,28.8
"ES","CI2","","",1876.13,30,2750,30,"","",0,"ES.CI2","","","","","","","","","","","","","","","","","",""
